order_id,transaction_id,customer_id,product_id,category,amount,quantity,order_date,payment_method,customer_location,device_id,channel,shipping_date,delivery_status,return_status,return_request_date,return_reason,return_resolution,refund_amount,refund_date,customer_segment,customer_tenure_days,shipping_address_id,billing_address_id,abuse_label,abuse_type
ORD501499,TXN501499,CUST500524,HOM-1046,Home,2204.95,1,2024-07-06,Debit Card,"Agra, Uttar Pradesh",DEV807841,Marketplace,2024-07-08,Delivered,Not Returned,,,,,,Budget,1226,ADDR905836,ADDR905836,0,none
ORD501500,TXN501500,CUST500525,FAS-1099,Fashion,920.49,1,2024-03-28,UPI,"Lucknow, Uttar Pradesh",DEV807223,Website,2024-03-31,Delivered,Not Returned,,,,,,Budget,501,ADDR905026,ADDR905026,0,none
ORD501501,TXN501501,CUST500525,BEA-1019,Beauty,382.33,1,2024-05-21,UPI,"Lucknow, Uttar Pradesh",DEV807223,Social Commerce,2024-05-23,Delivered,Not Returned,,,,,,Budget,501,ADDR905026,ADDR905026,0,none
ORD501502,TXN501502,CUST500526,FAS-1020,Fashion,2448.18,2,2024-01-06,UPI,"Varanasi, Uttar Pradesh",DEV806530,Social Commerce,2024-01-08,Delivered,Not Returned,,,,,,Mass Market,1432,ADDR905216,ADDR905216,0,none
ORD501503,TXN501503,CUST500526,FOO-1082,Footwear,3043.65,1,2024-08-06,Credit Card,"Varanasi, Uttar Pradesh",DEV806530,Mobile App,2024-08-10,Delivered,Return Requested,2024-08-12,Quality issue,refund,,,Mass Market,1432,ADDR905216,ADDR906979,0,none
ORD501504,TXN501504,CUST500526,ACC-1017,Accessories,1371.69,1,2024-11-25,UPI,"Varanasi, Uttar Pradesh",DEV806530,Mobile App,2024-11-26,Delivered,Not Returned,,,,,,Mass Market,1432,ADDR905216,ADDR905216,0,none
ORD501505,TXN501505,CUST500527,BEA-1035,Beauty,1087.04,3,2024-03-05,Credit Card,"Vadodara, Gujarat",DEV809037,Mobile App,2024-03-07,Delivered,Not Returned,,,,,,High Value,1511,ADDR908550,ADDR908550,0,none
ORD501506,TXN501506,CUST500527,HOM-1048,Home,1544.47,1,2024-05-01,Credit Card,"Vadodara, Gujarat",DEV809037,Social Commerce,2024-05-04,Delivered,Refunded,2024-05-08,Damaged product,refund,1534.27,2024-05-11,High Value,1511,ADDR908550,ADDR908550,0,none
ORD501507,TXN501507,CUST500527,ACC-1040,Accessories,735.07,2,2024-06-29,UPI,"Vadodara, Gujarat",DEV809037,Marketplace,2024-07-01,Delivered,Not Returned,,,,,,High Value,1511,ADDR908550,ADDR908550,0,none
ORD501508,TXN501508,CUST500528,HOM-1009,Home,962.69,1,2024-03-22,Wallet,"Vijayawada, Andhra Pradesh",DEV803773,Mobile App,2024-03-24,Delivered,Not Returned,,,,,,Budget,751,ADDR903293,ADDR903293,0,none
ORD501509,TXN501509,CUST500528,ACC-1060,Accessories,1482.47,1,2024-07-16,Wallet,"Vijayawada, Andhra Pradesh",DEV803773,Mobile App,2024-07-20,Delivered,Not Returned,,,,,,Budget,751,ADDR903293,ADDR903293,0,none
ORD501510,TXN501510,CUST500528,FOO-1039,Footwear,1007.7,1,2024-07-29,Debit Card,"Vijayawada, Andhra Pradesh",DEV803773,Mobile App,2024-08-02,Delivered,Refunded,2024-08-09,Changed mind,refund,811.9,2024-08-14,Budget,751,ADDR903293,ADDR903293,0,none
ORD501511,TXN501511,CUST500528,FAS-1029,Fashion,2554.28,1,2024-10-25,Credit Card,"Vijayawada, Andhra Pradesh",DEV803773,Marketplace,2024-10-28,Delivered,Not Returned,,,,,,Budget,751,ADDR903293,ADDR903293,0,none
ORD501512,TXN501512,CUST500529,GRO-1002,Grocery,962.96,1,2024-03-05,Debit Card,"Vadodara, Gujarat",DEV809882,Website,2024-03-06,Delivered,Not Returned,,,,,,Mass Market,406,ADDR901962,ADDR901962,0,none
ORD501513,TXN501513,CUST500529,BEA-1089,Beauty,769.04,1,2024-05-30,Net Banking,"Vadodara, Gujarat",DEV809882,Mobile App,2024-06-01,Delivered,Not Returned,,,,,,Mass Market,406,ADDR901962,ADDR901962,0,none
ORD501514,TXN501514,CUST500529,HOM-1077,Home,2318.68,1,2024-08-29,Net Banking,"Vadodara, Gujarat",DEV809882,Mobile App,2024-08-30,Delivered,Not Returned,,,,,,Mass Market,406,ADDR901962,ADDR901962,0,none
ORD501515,TXN501515,CUST500530,ACC-1024,Accessories,559.28,2,2024-02-21,UPI,"Amritsar, Punjab",DEV802217,Mobile App,2024-02-25,Delivered,Refunded,2024-03-04,Late delivery,refund,542.33,2024-03-05,Mass Market,1764,ADDR901794,ADDR901794,1,serial_return_abuse
ORD501516,TXN501516,CUST500530,ELE-1043,Electronics,3582.39,1,2024-03-16,Debit Card,"Amritsar, Punjab",DEV802217,Mobile App,2024-03-19,Delivered,Refunded,2024-03-22,Product not as described,refund,3238.89,2024-03-28,Mass Market,1764,ADDR901794,ADDR901794,1,serial_return_abuse
ORD501517,TXN501517,CUST500530,GRO-1046,Grocery,916.01,1,2024-06-19,Credit Card,"Amritsar, Punjab",DEV802217,Social Commerce,2024-06-21,Delivered,Returned,2024-06-24,Size issue,replacement,,,Mass Market,1764,ADDR901794,ADDR901794,1,serial_return_abuse
ORD501518,TXN501518,CUST500530,FOO-1093,Footwear,2020.4,2,2024-12-13,Credit Card,"Amritsar, Punjab",DEV802217,Mobile App,2024-12-15,Delivered,Returned,2024-12-25,Size issue,replacement,,,Mass Market,1764,ADDR901794,ADDR901794,1,serial_return_abuse
ORD501519,TXN501519,CUST500531,ELE-1063,Electronics,5674.46,1,2024-07-27,UPI,"Patna, Bihar",DEV804791,Mobile App,2024-07-29,Delivered,Not Returned,,,,,,High Value,311,ADDR902113,ADDR902113,0,none
ORD501520,TXN501520,CUST500531,SPO-1083,Sports,1354.18,2,2024-08-20,Debit Card,"Patna, Bihar",DEV804791,Mobile App,2024-08-22,Delivered,Not Returned,,,,,,High Value,311,ADDR902113,ADDR902113,0,none
ORD501521,TXN501521,CUST500532,ACC-1080,Accessories,1905.69,2,2024-02-01,UPI,"Mumbai, Maharashtra",DEV809285,Website,2024-02-03,Delivered,Not Returned,,,,,,Mass Market,477,ADDR908471,ADDR908471,0,none
ORD501522,TXN501522,CUST500532,GRO-1086,Grocery,608.11,1,2024-08-09,Net Banking,"Mumbai, Maharashtra",DEV809285,Website,2024-08-11,Delivered,Not Returned,,,,,,Mass Market,477,ADDR908471,ADDR908471,0,none
ORD501523,TXN501523,CUST500532,HOM-1032,Home,1356.45,1,2024-12-27,UPI,"Mumbai, Maharashtra",DEV809285,Mobile App,2024-12-28,Delivered,Not Returned,,,,,,Mass Market,477,ADDR908471,ADDR908471,0,none
ORD501524,TXN501524,CUST500533,BEA-1023,Beauty,170.66,3,2024-04-29,Credit Card,"Ranchi, Jharkhand",DEV808916,Mobile App,2024-05-01,Delivered,Not Returned,,,,,,Budget,1336,ADDR908993,ADDR908993,0,none
ORD501525,TXN501525,CUST500533,FOO-1059,Footwear,380.06,1,2024-05-07,UPI,"Ranchi, Jharkhand",DEV808916,Website,2024-05-09,Delivered,Not Returned,,,,,,Budget,1336,ADDR908993,ADDR904770,0,none
ORD501526,TXN501526,CUST500533,SPO-1042,Sports,4142.38,1,2024-05-21,UPI,"Ranchi, Jharkhand",DEV808916,Marketplace,2024-05-22,Delivered,Not Returned,,,,,,Budget,1336,ADDR908993,ADDR908993,0,none
ORD501527,TXN501527,CUST500533,ELE-1076,Electronics,2630.39,1,2024-06-23,Credit Card,"Ranchi, Jharkhand",DEV808916,Website,2024-06-26,Delivered,Not Returned,,,,,,Budget,1336,ADDR908993,ADDR908993,0,none
ORD501528,TXN501528,CUST500533,FOO-1044,Footwear,861.98,2,2024-11-18,Net Banking,"Ranchi, Jharkhand",DEV808916,Website,2024-11-22,Delivered,Returned,2024-12-02,Size issue,replacement,,,Budget,1336,ADDR908993,ADDR908993,0,none
ORD501529,TXN501529,CUST500533,HOM-1099,Home,903.74,1,2024-12-13,Net Banking,"Ranchi, Jharkhand",DEV808916,Social Commerce,2024-12-14,Delivered,Not Returned,,,,,,Budget,1336,ADDR908993,ADDR908993,0,none
ORD501530,TXN501530,CUST500534,FOO-1092,Footwear,2561.59,1,2024-01-11,Debit Card,"Agra, Uttar Pradesh",DEV807739,Mobile App,2024-01-15,Delivered,Not Returned,,,,,,Budget,1159,ADDR901194,ADDR901194,0,none
ORD501531,TXN501531,CUST500534,SPO-1030,Sports,1771.25,2,2024-04-24,Wallet,"Agra, Uttar Pradesh",DEV807739,Mobile App,2024-04-26,Delivered,Not Returned,,,,,,Budget,1159,ADDR901194,ADDR901194,0,none
ORD501532,TXN501532,CUST500534,HOM-1016,Home,2454.55,1,2024-06-25,UPI,"Agra, Uttar Pradesh",DEV807739,Marketplace,2024-06-29,Delivered,Not Returned,,,,,,Budget,1159,ADDR901194,ADDR901194,0,none
ORD501533,TXN501533,CUST500534,SPO-1001,Sports,4040.05,1,2024-06-27,UPI,"Agra, Uttar Pradesh",DEV807739,Mobile App,2024-07-01,Delivered,Refunded,2024-07-02,Changed mind,refund,3536.03,2024-07-09,Budget,1159,ADDR901194,ADDR901194,0,none
ORD501534,TXN501534,CUST500535,ACC-1055,Accessories,975.1,1,2024-08-03,UPI,"Mysuru, Karnataka",DEV809777,Mobile App,2024-08-04,Delivered,Not Returned,,,,,,Budget,592,ADDR905697,ADDR905697,0,none
ORD501535,TXN501535,CUST500535,FAS-1094,Fashion,595.12,1,2024-11-29,UPI,"Mysuru, Karnataka",DEV809777,Website,2024-11-30,Delivered,Not Returned,,,,,,Budget,592,ADDR905697,ADDR905697,0,none
ORD501536,TXN501536,CUST500536,ELE-1051,Electronics,3681.48,1,2024-09-05,UPI,"Amritsar, Punjab",DEV808054,Social Commerce,2024-09-06,Delivered,Not Returned,,,,,,Budget,1459,ADDR903937,ADDR903937,0,none
ORD501537,TXN501537,CUST500536,ELE-1012,Electronics,2886.55,1,2024-09-19,Debit Card,"Amritsar, Punjab",DEV808054,Website,2024-09-22,Delivered,Not Returned,,,,,,Budget,1459,ADDR903937,ADDR903937,0,none
ORD501538,TXN501538,CUST500536,FAS-1052,Fashion,2981.13,1,2024-09-25,Debit Card,"Amritsar, Punjab",DEV808054,Mobile App,2024-09-27,Delivered,Return Requested,2024-09-28,Size issue,replacement,,,Budget,1459,ADDR903937,ADDR903937,0,none
ORD501539,TXN501539,CUST500537,ELE-1025,Electronics,4506.7,2,2024-01-01,UPI,"Hyderabad, Telangana",DEV803439,Mobile App,2024-01-05,Delivered,Not Returned,,,,,,Budget,1103,ADDR904948,ADDR904948,0,none
ORD501540,TXN501540,CUST500538,BEA-1007,Beauty,1118.01,1,2024-09-21,UPI,"Ludhiana, Punjab",DEV806807,Website,2024-09-25,Delivered,Not Returned,,,,,,Budget,546,ADDR905379,ADDR905379,0,none
ORD501541,TXN501541,CUST500539,SPO-1027,Sports,688.77,1,2024-10-26,EMI,"Bengaluru, Karnataka",DEV807652,Website,2024-10-30,Delivered,Refunded,2024-11-06,Quality issue,refund,607.3,2024-11-13,High Value,794,ADDR908520,ADDR908520,0,none
ORD501542,TXN501542,CUST500539,GRO-1013,Grocery,476.97,1,2024-11-02,Credit Card,"Bengaluru, Karnataka",DEV807652,Marketplace,2024-11-03,Delivered,Not Returned,,,,,,High Value,794,ADDR908520,ADDR908520,0,none
ORD501543,TXN501543,CUST500539,FAS-1039,Fashion,1247.95,1,2024-11-17,UPI,"Bengaluru, Karnataka",DEV807652,Mobile App,2024-11-19,Delivered,Refunded,2024-11-20,Wrong product,refund,941.03,2024-11-23,High Value,794,ADDR908520,ADDR908520,0,none
ORD501544,TXN501544,CUST500540,SPO-1091,Sports,2071.22,2,2024-06-27,UPI,"Guwahati, Assam",DEV805914,Marketplace,2024-07-01,Delivered,Not Returned,,,,,,Mass Market,492,ADDR902320,ADDR902320,0,none
ORD501545,TXN501545,CUST500541,ACC-1037,Accessories,305.7,2,2024-02-20,Net Banking,"Thiruvananthapuram, Kerala",DEV801519,Mobile App,2024-02-24,Delivered,Refunded,2024-02-26,Size issue,refund,302.28,2024-03-03,Mass Market,1360,ADDR902531,ADDR902531,0,none
ORD501546,TXN501546,CUST500541,FOO-1076,Footwear,1546.96,1,2024-07-12,UPI,"Thiruvananthapuram, Kerala",DEV801519,Mobile App,2024-07-13,Delivered,Not Returned,,,,,,Mass Market,1360,ADDR902531,ADDR902531,0,none
ORD501547,TXN501547,CUST500541,FAS-1064,Fashion,2097.68,1,2024-09-10,Credit Card,"Thiruvananthapuram, Kerala",DEV801519,Mobile App,2024-09-14,Delivered,Not Returned,,,,,,Mass Market,1360,ADDR902531,ADDR902531,0,none
ORD501548,TXN501548,CUST500542,ELE-1032,Electronics,2789.54,1,2024-03-10,Net Banking,"Indore, Madhya Pradesh",DEV808798,Marketplace,2024-03-12,Delivered,Refunded,2024-03-13,Product not as described,refund,2523.46,2024-03-18,Mass Market,1161,ADDR901919,ADDR901919,0,none
ORD501549,TXN501549,CUST500542,BEA-1057,Beauty,1480.28,1,2024-06-07,EMI,"Indore, Madhya Pradesh",DEV808798,Mobile App,2024-06-11,Delivered,Not Returned,,,,,,Mass Market,1161,ADDR901919,ADDR901919,0,none
ORD501550,TXN501550,CUST500542,GRO-1067,Grocery,194.97,1,2024-07-12,Debit Card,"Indore, Madhya Pradesh",DEV808798,Mobile App,2024-07-16,Delivered,Not Returned,,,,,,Mass Market,1161,ADDR901919,ADDR901919,0,none
ORD501551,TXN501551,CUST500543,GRO-1037,Grocery,102.9,1,2024-06-16,UPI,"Guwahati, Assam",DEV802354,Mobile App,2024-06-17,Delivered,Not Returned,,,,,,Mass Market,380,ADDR909189,ADDR909189,0,none
ORD501552,TXN501552,CUST500543,ACC-1085,Accessories,1720.92,3,2024-11-19,UPI,"Guwahati, Assam",DEV802354,Mobile App,2024-11-22,Delivered,Not Returned,,,,,,Mass Market,380,ADDR909189,ADDR909189,0,none
ORD501553,TXN501553,CUST500544,FAS-1015,Fashion,1209.4,1,2024-02-22,Credit Card,"Varanasi, Uttar Pradesh",DEV806427,Website,2024-02-24,Delivered,Return Requested,2024-03-04,Quality issue,replacement,,,High Value,1636,ADDR902562,ADDR902562,0,none
ORD501554,TXN501554,CUST500544,FAS-1018,Fashion,1876.0,1,2024-03-25,UPI,"Varanasi, Uttar Pradesh",DEV806427,Mobile App,2024-03-29,Delivered,Not Returned,,,,,,High Value,1636,ADDR902562,ADDR902562,0,none
ORD501555,TXN501555,CUST500544,FOO-1034,Footwear,1420.16,1,2024-09-21,UPI,"Varanasi, Uttar Pradesh",DEV806427,Marketplace,2024-09-23,Delivered,Not Returned,,,,,,High Value,1636,ADDR902562,ADDR902562,0,none
ORD501556,TXN501556,CUST500544,GRO-1010,Grocery,231.82,1,2024-11-18,Net Banking,"Varanasi, Uttar Pradesh",DEV806427,Mobile App,2024-11-21,Delivered,Not Returned,,,,,,High Value,1636,ADDR902562,ADDR902562,0,none
ORD501557,TXN501557,CUST500545,FAS-1016,Fashion,2177.72,1,2024-02-26,Credit Card,"Coimbatore, Tamil Nadu",DEV804764,Website,2024-02-29,Delivered,Not Returned,,,,,,High Value,117,ADDR904463,ADDR904463,0,none
ORD501558,TXN501558,CUST500546,FAS-1012,Fashion,1334.73,1,2024-07-28,Credit Card,"Guwahati, Assam",DEV808790,Marketplace,2024-07-29,Delivered,Not Returned,,,,,,Premium,1190,ADDR905441,ADDR905441,0,none
ORD501559,TXN501559,CUST500546,HOM-1077,Home,1874.05,2,2024-10-20,UPI,"Guwahati, Assam",DEV808790,Website,2024-10-22,Delivered,Not Returned,,,,,,Premium,1190,ADDR905441,ADDR905441,0,none
ORD501560,TXN501560,CUST500547,BEA-1012,Beauty,505.25,3,2024-10-09,UPI,"Bengaluru, Karnataka",DEV805593,Mobile App,2024-10-11,Delivered,Not Returned,,,,,,Budget,1431,ADDR909897,ADDR909897,0,none
ORD501561,TXN501561,CUST500547,ELE-1002,Electronics,6157.6,3,2024-12-08,Credit Card,"Bengaluru, Karnataka",DEV805593,Mobile App,2024-12-11,Delivered,Not Returned,,,,,,Budget,1431,ADDR909897,ADDR909897,0,none
ORD501562,TXN501562,CUST500548,ELE-1005,Electronics,3114.1,1,2024-06-10,UPI,"Delhi, Delhi",DEV806152,Mobile App,2024-06-13,Delivered,Not Returned,,,,,,Mass Market,397,ADDR901256,ADDR901256,0,none
ORD501563,TXN501563,CUST500548,FOO-1038,Footwear,3231.82,2,2024-11-21,Wallet,"Delhi, Delhi",DEV806152,Mobile App,2024-11-25,Delivered,Return Requested,2024-11-29,Size issue,replacement,,,Mass Market,397,ADDR901256,ADDR901256,0,none
ORD501564,TXN501564,CUST500549,HOM-1077,Home,2373.96,1,2024-05-19,UPI,"Nashik, Maharashtra",DEV807525,Social Commerce,2024-05-22,Delivered,Not Returned,,,,,,Premium,325,ADDR902260,ADDR902260,0,none
ORD501565,TXN501565,CUST500549,FOO-1034,Footwear,401.09,1,2024-06-10,EMI,"Nashik, Maharashtra",DEV807525,Mobile App,2024-06-14,Delivered,Not Returned,,,,,,Premium,325,ADDR902260,ADDR904762,0,none
ORD501566,TXN501566,CUST500549,ELE-1012,Electronics,4718.92,1,2024-07-18,EMI,"Nashik, Maharashtra",DEV807525,Website,2024-07-20,Delivered,Not Returned,,,,,,Premium,325,ADDR902260,ADDR902260,0,none
ORD501567,TXN501567,CUST500549,FOO-1098,Footwear,561.99,2,2024-08-30,UPI,"Nashik, Maharashtra",DEV807525,Mobile App,2024-09-03,Delivered,Not Returned,,,,,,Premium,325,ADDR902260,ADDR902260,0,none
ORD501568,TXN501568,CUST500550,GRO-1069,Grocery,279.36,1,2024-01-24,UPI,"Nashik, Maharashtra",DEV807375,Mobile App,2024-01-28,Delivered,Not Returned,,,,,,Budget,522,ADDR909856,ADDR909856,0,none
ORD501569,TXN501569,CUST500550,ELE-1003,Electronics,1411.04,1,2024-06-27,UPI,"Nashik, Maharashtra",DEV807375,Social Commerce,2024-06-28,Delivered,Not Returned,,,,,,Budget,522,ADDR909856,ADDR909856,0,none
ORD501570,TXN501570,CUST500550,GRO-1082,Grocery,490.69,1,2024-09-07,Credit Card,"Nashik, Maharashtra",DEV807375,Marketplace,2024-09-10,Delivered,Not Returned,,,,,,Budget,522,ADDR909856,ADDR909856,0,none
ORD501571,TXN501571,CUST500550,ACC-1007,Accessories,123.02,1,2024-10-11,Credit Card,"Nashik, Maharashtra",DEV807375,Mobile App,2024-10-15,Delivered,Returned,2024-10-17,Quality issue,replacement,,,Budget,522,ADDR909856,ADDR909856,0,none
ORD501572,TXN501572,CUST500551,BEA-1014,Beauty,1232.52,2,2024-06-07,Wallet,"Kochi, Kerala",DEV808003,Mobile App,2024-06-08,Delivered,Returned,2024-06-10,Product not as described,replacement,,,Budget,1544,ADDR902284,ADDR902284,1,coordinated_device_abuse
ORD501573,TXN501573,CUST500551,FAS-1038,Fashion,1050.69,1,2024-06-09,Wallet,"Kochi, Kerala",DEV808003,Mobile App,2024-06-10,Delivered,Not Returned,,,,,,Budget,1544,ADDR902284,ADDR902284,0,none
ORD501574,TXN501574,CUST500551,SPO-1086,Sports,3859.13,1,2024-10-20,UPI,"Kochi, Kerala",DEV808003,Mobile App,2024-10-23,Delivered,Not Returned,,,,,,Budget,1544,ADDR902284,ADDR902284,0,none
ORD501575,TXN501575,CUST500552,FAS-1097,Fashion,2510.07,1,2024-02-25,UPI,"Nagpur, Maharashtra",DEV802600,Marketplace,2024-02-26,Delivered,Not Returned,,,,,,Mass Market,139,ADDR908161,ADDR908161,0,none
ORD501576,TXN501576,CUST500552,HOM-1092,Home,1054.11,1,2024-03-23,UPI,"Nagpur, Maharashtra",DEV802600,Website,2024-03-24,Delivered,Not Returned,,,,,,Mass Market,139,ADDR908161,ADDR908161,0,none
ORD501577,TXN501577,CUST500552,ACC-1039,Accessories,547.18,3,2024-04-27,UPI,"Nagpur, Maharashtra",DEV802600,Website,2024-05-01,Delivered,Refunded,2024-05-10,Quality issue,refund,518.83,2024-05-14,Mass Market,139,ADDR908161,ADDR908161,0,none
ORD501578,TXN501578,CUST500552,SPO-1080,Sports,3844.64,1,2024-06-24,UPI,"Nagpur, Maharashtra",DEV802600,Website,2024-06-26,Delivered,Not Returned,,,,,,Mass Market,139,ADDR908161,ADDR908161,0,none
ORD501579,TXN501579,CUST500552,GRO-1031,Grocery,575.74,1,2024-07-10,UPI,"Nagpur, Maharashtra",DEV802600,Mobile App,2024-07-13,Delivered,Not Returned,,,,,,Mass Market,139,ADDR908161,ADDR908161,0,none
ORD501580,TXN501580,CUST500552,ACC-1047,Accessories,1843.08,1,2024-09-02,Wallet,"Nagpur, Maharashtra",DEV802600,Mobile App,2024-09-05,Delivered,Refunded,2024-09-09,Wrong product,refund,1561.36,2024-09-11,Mass Market,139,ADDR908161,ADDR908161,0,none
ORD501581,TXN501581,CUST500552,SPO-1048,Sports,354.11,1,2024-10-17,Credit Card,"Nagpur, Maharashtra",DEV802600,Website,2024-10-20,Delivered,Not Returned,,,,,,Mass Market,139,ADDR908161,ADDR908161,0,none
ORD501582,TXN501582,CUST500553,FAS-1047,Fashion,574.39,1,2024-08-17,EMI,"Bengaluru, Karnataka",DEV807499,Website,2024-08-21,Delivered,Not Returned,,,,,,Budget,727,ADDR906347,ADDR904781,0,none
ORD501583,TXN501583,CUST500553,BEA-1093,Beauty,450.75,1,2024-09-30,Debit Card,"Bengaluru, Karnataka",DEV807499,Social Commerce,2024-10-04,Delivered,Not Returned,,,,,,Budget,727,ADDR906347,ADDR906347,0,none
ORD501584,TXN501584,CUST500553,HOM-1043,Home,1000.97,1,2024-11-01,Net Banking,"Bengaluru, Karnataka",DEV807499,Website,2024-11-02,Delivered,Refunded,2024-11-03,Size issue,refund,917.69,2024-11-05,Budget,727,ADDR906347,ADDR906347,0,none
ORD501585,TXN501585,CUST500553,FAS-1075,Fashion,524.54,1,2024-12-21,UPI,"Bengaluru, Karnataka",DEV807499,Mobile App,2024-12-25,Delivered,Not Returned,,,,,,Budget,727,ADDR906347,ADDR906347,0,none
ORD501586,TXN501586,CUST500554,ELE-1095,Electronics,1249.82,1,2024-11-15,UPI,"Pune, Maharashtra",DEV808381,Mobile App,2024-11-17,Delivered,Not Returned,,,,,,Budget,1634,ADDR909038,ADDR909038,0,none
ORD501587,TXN501587,CUST500554,FOO-1088,Footwear,2764.23,1,2024-11-16,Credit Card,"Pune, Maharashtra",DEV808381,Mobile App,2024-11-20,Delivered,Not Returned,,,,,,Budget,1634,ADDR909038,ADDR909038,0,none
ORD501588,TXN501588,CUST500555,ELE-1032,Electronics,3412.12,2,2024-02-01,EMI,"Agra, Uttar Pradesh",DEV808075,Social Commerce,2024-02-05,Delivered,Not Returned,,,,,,Budget,798,ADDR904043,ADDR904043,0,none
ORD501589,TXN501589,CUST500555,SPO-1099,Sports,3329.72,1,2024-02-07,UPI,"Agra, Uttar Pradesh",DEV808075,Social Commerce,2024-02-09,Delivered,Return Requested,2024-02-13,Damaged product,refund,,,Budget,798,ADDR904043,ADDR904043,0,none
ORD501590,TXN501590,CUST500555,FOO-1092,Footwear,749.79,1,2024-05-14,Debit Card,"Agra, Uttar Pradesh",DEV808075,Website,2024-05-16,Delivered,Refunded,2024-05-23,Changed mind,refund,641.74,2024-05-27,Budget,798,ADDR904043,ADDR904043,0,none
ORD501591,TXN501591,CUST500555,BEA-1060,Beauty,543.61,1,2024-05-15,Credit Card,"Agra, Uttar Pradesh",DEV808075,Mobile App,2024-05-19,Delivered,Not Returned,,,,,,Budget,798,ADDR904043,ADDR904043,0,none
ORD501592,TXN501592,CUST500555,HOM-1030,Home,679.52,1,2024-09-27,UPI,"Agra, Uttar Pradesh",DEV808075,Website,2024-09-29,Delivered,Return Requested,2024-10-08,Size issue,replacement,,,Budget,798,ADDR904043,ADDR904043,0,none
ORD501593,TXN501593,CUST500555,ACC-1075,Accessories,1831.87,1,2024-12-06,Wallet,"Agra, Uttar Pradesh",DEV808075,Mobile App,2024-12-09,Delivered,Not Returned,,,,,,Budget,798,ADDR904043,ADDR904043,0,none
ORD501594,TXN501594,CUST500556,SPO-1088,Sports,1036.29,1,2024-03-25,Debit Card,"Chandigarh, Chandigarh",DEV802404,Mobile App,2024-03-28,Delivered,Not Returned,,,,,,Mass Market,808,ADDR905839,ADDR905839,0,none
ORD501595,TXN501595,CUST500556,GRO-1015,Grocery,778.41,1,2024-04-05,Credit Card,"Chandigarh, Chandigarh",DEV802404,Mobile App,2024-04-06,Delivered,Not Returned,,,,,,Mass Market,808,ADDR905839,ADDR905839,0,none
ORD501596,TXN501596,CUST500557,FAS-1011,Fashion,1933.5,1,2024-05-11,UPI,"Guwahati, Assam",DEV802344,Website,2024-05-14,Delivered,Not Returned,,,,,,High Value,180,ADDR905390,ADDR905390,0,none
ORD501597,TXN501597,CUST500557,FAS-1062,Fashion,2381.49,2,2024-08-06,Debit Card,"Guwahati, Assam",DEV802344,Mobile App,2024-08-10,Delivered,Refunded,2024-08-16,Product not as described,refund,2354.42,2024-08-21,High Value,180,ADDR905390,ADDR905390,0,none
ORD501598,TXN501598,CUST500558,GRO-1010,Grocery,738.6,1,2024-02-29,UPI,"Guwahati, Assam",DEV803527,Website,2024-03-01,Delivered,Not Returned,,,,,,Budget,1635,ADDR907383,ADDR907383,0,none
ORD501599,TXN501599,CUST500558,ACC-1074,Accessories,989.97,1,2024-03-27,Credit Card,"Guwahati, Assam",DEV803527,Marketplace,2024-03-29,Delivered,Not Returned,,,,,,Budget,1635,ADDR907383,ADDR907383,0,none
ORD501600,TXN501600,CUST500558,ACC-1083,Accessories,1720.16,1,2024-04-01,UPI,"Guwahati, Assam",DEV803527,Website,2024-04-03,Delivered,Not Returned,,,,,,Budget,1635,ADDR907383,ADDR907383,0,none
ORD501601,TXN501601,CUST500558,ELE-1059,Electronics,848.29,1,2024-07-22,UPI,"Guwahati, Assam",DEV803527,Mobile App,2024-07-23,Delivered,Not Returned,,,,,,Budget,1635,ADDR907383,ADDR907383,0,none
ORD501602,TXN501602,CUST500558,HOM-1014,Home,2409.06,1,2024-07-30,Debit Card,"Guwahati, Assam",DEV803527,Marketplace,2024-07-31,Delivered,Not Returned,,,,,,Budget,1635,ADDR907383,ADDR907383,0,none
ORD501603,TXN501603,CUST500558,FOO-1070,Footwear,3002.05,1,2024-08-27,UPI,"Guwahati, Assam",DEV803527,Marketplace,2024-08-28,Delivered,Not Returned,,,,,,Budget,1635,ADDR907383,ADDR907383,0,none
ORD501604,TXN501604,CUST500559,HOM-1018,Home,1508.39,1,2024-09-17,UPI,"Hyderabad, Telangana",DEV801085,Website,2024-09-21,Delivered,Not Returned,,,,,,Budget,217,ADDR906050,ADDR906050,0,none
ORD501605,TXN501605,CUST500560,BEA-1046,Beauty,216.51,1,2024-01-21,UPI,"Kochi, Kerala",DEV802674,Mobile App,2024-01-24,Delivered,Refunded,2024-01-25,Quality issue,refund,192.17,2024-01-26,Mass Market,582,ADDR903170,ADDR903170,0,none
ORD501606,TXN501606,CUST500560,HOM-1092,Home,1430.21,1,2024-02-26,Debit Card,"Kochi, Kerala",DEV802674,Mobile App,2024-02-28,Delivered,Not Returned,,,,,,Mass Market,582,ADDR903170,ADDR903170,0,none
ORD501607,TXN501607,CUST500560,BEA-1042,Beauty,980.92,1,2024-08-29,UPI,"Kochi, Kerala",DEV802674,Website,2024-09-01,Delivered,Not Returned,,,,,,Mass Market,582,ADDR903170,ADDR903170,0,none
ORD501608,TXN501608,CUST500560,FAS-1080,Fashion,349.47,1,2024-09-24,UPI,"Kochi, Kerala",DEV802674,Website,2024-09-27,Delivered,Not Returned,,,,,,Mass Market,582,ADDR903170,ADDR903170,0,none
