order_id,customer_id,transaction_id,device_id,shipping_address_id,billing_address_id,order_date,return_request_date,prior_order_count,prior_return_count,prior_refund_count,prior_spend,prior_refund_amount,prior_return_rate,prior_refund_rate,average_previous_order_value,average_previous_refund,orders_last_7_days,orders_last_30_days,returns_last_30_days,refunds_last_30_days,days_since_previous_order,accounts_per_device,accounts_per_shipping_address,accounts_per_billing_address,device_prior_return_count,address_prior_return_count,device_prior_refund_count,address_prior_refund_count,is_address_mismatch,current_order_amount,quantity,category,payment_method,channel,return_reason,customer_segment,customer_tenure_days,days_since_order,days_since_delivery,delivery_duration_days,abuse_label,abuse_type
ORD501605,CUST500560,TXN501605,DEV802674,ADDR903170,ADDR903170,2024-01-21,2024-01-25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,216.51,1,Beauty,UPI,Mobile App,Quality issue,Mass Market,582,4,1,3,0,none
ORD501609,CUST500560,TXN501609,DEV802674,ADDR903170,ADDR908402,2024-12-15,2024-12-23,5,1,1,3279.78,192.17,0.1667,0.1667,655.96,192.17,0,1,0,0,14,1,1,2,1,1,1,1,1,452.73,2,Home,UPI,Mobile App,Changed mind,Mass Market,582,8,4,4,0,none
ORD501614,CUST500561,TXN501614,DEV809395,ADDR907685,ADDR907685,2024-12-15,2024-12-20,6,0,0,9445.23,0.0,0.0,0.0,1574.2,0.0,0,2,0,0,12,1,1,1,0,0,0,0,0,569.6,1,Fashion,UPI,Mobile App,Product not as described,Budget,949,5,1,4,0,none
ORD501622,CUST500565,TXN501622,DEV803274,ADDR905405,ADDR905405,2024-09-16,2024-09-25,2,0,0,767.03,0.0,0.0,0.0,383.52,0.0,0,0,0,0,102,1,1,1,0,0,0,0,0,615.17,1,Beauty,Wallet,Marketplace,Damaged product,Budget,377,9,6,3,1,refund_abuse
ORD501637,CUST500569,TXN501637,DEV801110,ADDR907483,ADDR907483,2024-08-07,2024-08-20,3,0,0,7416.07,0.0,0.0,0.0,2472.02,0.0,0,0,0,0,46,1,1,1,0,0,0,0,0,5318.86,2,Electronics,Credit Card,Mobile App,Size issue,Mass Market,653,13,11,2,0,none
ORD501639,CUST500570,TXN501639,DEV806399,ADDR908212,ADDR908212,2024-01-23,2024-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,221.8,3,Beauty,UPI,Marketplace,Product not as described,Budget,808,9,6,3,1,serial_return_abuse
ORD501640,CUST500570,TXN501640,DEV806399,ADDR908212,ADDR908212,2024-04-05,2024-04-15,1,1,1,221.8,200.9,0.5,0.5,221.8,200.9,0,0,0,0,83,1,1,1,1,1,1,1,0,766.83,1,Home,UPI,Social Commerce,Damaged product,Budget,808,10,7,3,1,serial_return_abuse
ORD501643,CUST500570,TXN501643,DEV806399,ADDR908212,ADDR908212,2024-12-15,2024-12-22,4,4,2,5448.54,912.2,0.8,0.4,1362.14,456.1,0,0,0,0,73,1,1,1,4,4,2,2,0,1386.3,2,Accessories,UPI,Mobile App,Size issue,Budget,808,7,3,4,1,serial_return_abuse
ORD501656,CUST500573,TXN501656,DEV805775,ADDR909044,ADDR909044,2024-12-17,2024-12-24,6,1,0,9007.05,0.0,0.1429,0.0,1501.18,0.0,1,1,0,0,7,3,1,1,1,1,0,0,0,1140.26,1,Home,UPI,Mobile App,Damaged product,Budget,683,7,3,4,1,serial_return_abuse
ORD501659,CUST500574,TXN501659,DEV806339,ADDR907161,ADDR907161,2024-08-13,2024-08-22,3,0,0,7569.58,0.0,0.0,0.0,2523.19,0.0,0,1,0,0,16,1,1,1,0,0,0,0,0,1573.33,1,Accessories,Credit Card,Mobile App,Size issue,Premium,526,9,5,4,0,none
ORD501660,CUST500574,TXN501660,DEV806339,ADDR907161,ADDR907161,2024-11-27,2024-12-06,4,1,1,9142.91,1381.64,0.2,0.2,2285.73,1381.64,0,0,0,0,115,1,1,1,1,1,1,1,0,2249.91,1,Home,UPI,Website,Size issue,Premium,526,9,6,3,0,none
ORD501668,CUST500577,TXN501668,DEV808563,ADDR904434,ADDR904434,2024-10-11,2024-10-25,4,1,0,3273.28,0.0,0.2,0.0,818.32,0.0,0,1,0,0,14,1,1,1,1,1,0,0,0,369.33,1,Sports,UPI,Mobile App,Size issue,Mass Market,85,14,11,3,0,none
ORD501674,CUST500580,TXN501674,DEV807932,ADDR907176,ADDR907176,2024-02-15,2024-02-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,672.24,1,Accessories,Net Banking,Website,Product not as described,Budget,1494,9,5,4,0,none
ORD501682,CUST500582,TXN501682,DEV807853,ADDR909907,ADDR909907,2024-03-20,2024-03-24,3,1,0,4937.4,0.0,0.25,0.0,1645.8,0.0,0,1,0,0,8,1,2,2,1,1,0,0,0,3338.85,1,Electronics,UPI,Mobile App,Quality issue,Mass Market,1446,4,3,1,0,none
ORD501684,CUST500583,TXN501684,DEV809796,ADDR902392,ADDR902392,2024-06-18,2024-06-30,2,0,0,3937.13,0.0,0.0,0.0,1968.56,0.0,0,1,0,0,15,1,1,1,0,0,0,0,0,1331.49,1,Footwear,Wallet,Website,Late delivery,Budget,1466,12,10,2,0,none
ORD501687,CUST500584,TXN501687,DEV806816,ADDR903725,ADDR903725,2024-09-21,2024-09-29,1,0,0,599.38,0.0,0.0,0.0,599.38,0.0,0,0,0,0,145,1,1,1,0,0,0,0,0,1980.28,2,Sports,UPI,Mobile App,Wrong product,Budget,1376,8,4,4,0,none
ORD501692,CUST500587,TXN501692,DEV809499,ADDR904621,ADDR904621,2024-09-08,2024-09-20,3,0,0,3562.99,0.0,0.0,0.0,1187.66,0.0,0,0,0,0,165,1,2,2,0,0,0,0,0,2432.8,1,Sports,UPI,Mobile App,Wrong product,Budget,1559,12,11,1,0,none
ORD501694,CUST500588,TXN501694,DEV809199,ADDR903469,ADDR903469,2024-11-06,2024-11-12,1,0,0,1955.36,0.0,0.0,0.0,1955.36,0.0,0,0,0,0,224,2,1,1,2,0,1,0,0,949.73,1,Footwear,UPI,Website,Size issue,Mass Market,978,6,3,3,0,none
ORD501724,CUST500595,TXN501724,DEV808000,ADDR907985,ADDR907985,2024-05-28,2024-06-10,3,0,0,5049.69,0.0,0.0,0.0,1683.23,0.0,0,0,0,0,33,3,1,1,2,0,1,0,0,1219.88,1,Beauty,Debit Card,Mobile App,Damaged product,Mass Market,357,13,10,3,1,coordinated_device_abuse
ORD501736,CUST500599,TXN501736,DEV804371,ADDR905560,ADDR905560,2024-10-31,2024-11-06,1,0,0,3362.92,0.0,0.0,0.0,3362.92,0.0,0,0,0,0,183,2,1,1,0,0,0,0,0,1789.6,1,Footwear,Net Banking,Mobile App,Size issue,Budget,469,6,4,2,0,none
ORD501744,CUST500604,TXN501744,DEV808501,ADDR908002,ADDR908002,2024-08-08,2024-08-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,3,3,0,2,0,2,0,663.58,1,Footwear,Debit Card,Mobile App,Product not as described,Mass Market,750,5,3,2,1,coordinated_address_abuse
ORD501746,CUST500605,TXN501746,DEV805873,ADDR902388,ADDR902388,2024-04-19,2024-04-30,1,0,0,1126.17,0.0,0.0,0.0,1126.17,0.0,0,0,0,0,102,1,1,1,0,0,0,0,0,843.42,1,Electronics,UPI,Mobile App,Product not as described,High Value,1669,11,9,2,0,none
ORD501756,CUST500607,TXN501756,DEV803316,ADDR909369,ADDR909369,2024-10-14,2024-10-23,3,0,0,4558.32,0.0,0.0,0.0,1519.44,0.0,0,0,0,0,157,1,2,2,0,0,0,0,0,2112.97,3,Home,Debit Card,Mobile App,Size issue,Budget,1450,9,6,3,0,none
ORD501760,CUST500608,TXN501760,DEV807286,ADDR907931,ADDR907931,2024-11-27,2024-12-05,4,0,0,3250.82,0.0,0.0,0.0,812.7,0.0,0,0,0,0,52,1,2,2,0,1,0,1,0,2156.0,3,Sports,Debit Card,Mobile App,Size issue,Budget,312,8,5,3,0,none
ORD501764,CUST500610,TXN501764,DEV806154,ADDR908389,ADDR908389,2024-06-23,2024-06-29,1,0,0,2226.3,0.0,0.0,0.0,2226.3,0.0,0,0,0,0,138,1,1,1,0,0,0,0,0,570.04,1,Footwear,UPI,Website,Late delivery,Mass Market,413,6,5,1,0,none
ORD501766,CUST500611,TXN501766,DEV801157,ADDR908939,ADDR908939,2024-05-03,2024-05-16,1,0,0,1868.92,0.0,0.0,0.0,1868.92,0.0,0,0,0,0,106,1,1,2,0,0,0,0,0,1999.98,1,Accessories,EMI,Website,Quality issue,Mass Market,765,13,9,4,0,none
ORD501778,CUST500614,TXN501778,DEV804613,ADDR905785,ADDR905785,2024-06-25,2024-07-06,2,0,0,3480.8,0.0,0.0,0.0,1740.4,0.0,0,0,0,0,57,2,1,1,0,0,0,0,0,3169.57,1,Footwear,Credit Card,Mobile App,Changed mind,Budget,93,11,8,3,0,none
ORD501789,CUST500619,TXN501789,DEV805055,ADDR905877,ADDR905877,2024-11-13,2024-11-21,3,0,0,2196.49,0.0,0.0,0.0,732.16,0.0,0,0,0,0,88,3,1,1,2,0,1,0,0,944.52,1,Beauty,Debit Card,Marketplace,Size issue,Budget,239,8,6,2,0,none
ORD501791,CUST500620,TXN501791,DEV805305,ADDR906711,ADDR906711,2024-02-11,2024-02-23,1,0,0,299.65,0.0,0.0,0.0,299.65,0.0,0,0,0,0,38,2,1,1,0,0,0,0,0,663.92,1,Grocery,UPI,Mobile App,Changed mind,High Value,951,12,9,3,1,serial_return_abuse
ORD501792,CUST500620,TXN501792,DEV805305,ADDR906711,ADDR906711,2024-03-06,2024-03-18,2,1,1,963.57,645.76,0.3333,0.3333,481.78,645.76,0,0,1,1,36,2,1,1,1,1,1,1,0,924.0,1,Fashion,UPI,Marketplace,Damaged product,High Value,951,12,10,2,1,serial_return_abuse
ORD501793,CUST500620,TXN501793,DEV805305,ADDR906711,ADDR906711,2024-06-25,2024-07-02,3,2,2,1887.57,1386.32,0.5,0.5,629.19,693.16,0,0,0,0,118,2,1,1,3,2,2,2,0,266.46,1,Grocery,Debit Card,Marketplace,Damaged product,High Value,951,7,6,1,1,serial_return_abuse
ORD501810,CUST500627,TXN501810,DEV801971,ADDR905543,ADDR905959,2024-06-09,2024-06-19,1,0,0,1667.95,0.0,0.0,0.0,1667.95,0.0,0,0,0,0,51,1,1,1,0,0,0,0,1,724.65,1,Grocery,Debit Card,Website,Product not as described,Premium,872,10,9,1,0,none
ORD501814,CUST500628,TXN501814,DEV803174,ADDR905090,ADDR905090,2024-05-31,2024-06-15,2,0,0,5358.35,0.0,0.0,0.0,2679.18,0.0,0,0,0,0,39,1,1,1,0,0,0,0,0,1557.13,1,Electronics,Net Banking,Mobile App,Damaged product,High Value,1466,15,12,3,0,none
ORD501824,CUST500630,TXN501824,DEV805402,ADDR907786,ADDR907786,2024-10-11,2024-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,2,2,0,0,0,0,0,5559.49,2,Electronics,Debit Card,Website,Changed mind,Mass Market,1325,9,5,4,0,none
ORD501834,CUST500633,TXN501834,DEV801040,ADDR902526,ADDR902526,2024-03-09,2024-03-20,1,0,0,1918.9,0.0,0.0,0.0,1918.9,0.0,0,1,0,0,13,1,1,1,0,0,0,0,0,2508.03,1,Footwear,Net Banking,Mobile App,Changed mind,Premium,1221,11,7,4,0,none
ORD501836,CUST500633,TXN501836,DEV801040,ADDR902526,ADDR902526,2024-11-07,2024-11-17,4,1,1,5614.58,2396.12,0.2,0.2,1403.64,2396.12,0,0,0,0,99,1,1,1,1,1,1,1,0,878.83,1,Sports,UPI,Mobile App,Damaged product,Premium,1221,10,6,4,0,none
ORD501838,CUST500634,TXN501838,DEV806869,ADDR902037,ADDR902037,2024-02-14,2024-02-19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,1674.43,1,Footwear,UPI,Social Commerce,Size issue,Mass Market,1330,5,3,2,0,none
ORD501839,CUST500634,TXN501839,DEV806869,ADDR902037,ADDR902037,2024-03-01,2024-03-11,1,1,1,1674.43,1625.53,0.5,0.5,1674.43,1625.53,0,1,1,1,26,1,1,1,1,1,1,1,0,3690.74,2,Footwear,UPI,Mobile App,Late delivery,Mass Market,1330,10,9,1,0,none
ORD501840,CUST500634,TXN501840,DEV806869,ADDR902037,ADDR902037,2024-04-06,2024-04-09,2,2,2,5365.17,5021.85,0.6667,0.6667,2682.58,2510.93,0,0,1,1,39,1,1,1,2,2,2,2,0,1764.31,1,Accessories,Debit Card,Mobile App,Changed mind,Mass Market,1330,3,2,1,0,none
ORD501844,CUST500635,TXN501844,DEV808039,ADDR904470,ADDR904470,2024-06-26,2024-07-07,2,0,0,1579.28,0.0,0.0,0.0,789.64,0.0,0,0,0,0,44,1,1,1,0,0,0,0,0,1665.53,1,Accessories,UPI,Website,Late delivery,High Value,476,11,8,3,0,none
ORD501850,CUST500636,TXN501850,DEV805646,ADDR906533,ADDR908845,2024-09-26,2024-09-30,6,0,0,10810.31,0.0,0.0,0.0,1801.72,0.0,0,0,0,0,86,1,1,1,0,0,0,0,1,934.8,1,Grocery,Credit Card,Mobile App,Product not as described,Mass Market,1726,4,2,2,0,none
ORD501857,CUST500639,TXN501857,DEV801266,ADDR903035,ADDR903035,2024-08-29,2024-09-09,1,0,0,1468.92,0.0,0.0,0.0,1468.92,0.0,0,0,0,0,33,3,1,1,0,0,0,0,0,323.6,1,Footwear,Credit Card,Mobile App,Changed mind,Mass Market,971,11,8,3,0,none
ORD501871,CUST500646,TXN501871,DEV804705,ADDR909510,ADDR909510,2024-01-02,2024-01-17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,142.39,2,Grocery,Debit Card,Marketplace,Other,Mass Market,1245,15,11,4,0,none
ORD501873,CUST500647,TXN501873,DEV806629,ADDR902975,ADDR902975,2024-04-24,2024-05-03,2,0,0,2726.86,0.0,0.0,0.0,1363.43,0.0,0,1,0,0,9,1,1,1,0,0,0,0,0,162.26,2,Grocery,Debit Card,Mobile App,Quality issue,Mass Market,46,9,6,3,0,none
ORD501877,CUST500648,TXN501877,DEV803165,ADDR908826,ADDR908826,2024-06-23,2024-07-04,3,0,0,2835.22,0.0,0.0,0.0,945.07,0.0,0,0,0,0,68,1,1,1,0,0,0,0,0,766.61,1,Grocery,Debit Card,Mobile App,Other,Premium,1451,11,7,4,1,serial_return_abuse
ORD501881,CUST500648,TXN501881,DEV803165,ADDR908826,ADDR908826,2024-10-09,2024-10-22,7,3,1,7662.61,733.89,0.375,0.125,1094.66,733.89,0,1,1,0,21,1,1,1,3,3,1,1,0,744.99,2,Home,UPI,Website,Quality issue,Premium,1451,13,12,1,1,serial_return_abuse
ORD501882,CUST500648,TXN501882,DEV803165,ADDR908826,ADDR908826,2024-11-24,2024-12-07,8,4,2,8407.6,1354.61,0.4444,0.2222,1050.95,677.3,0,0,0,0,59,1,1,1,4,4,2,2,0,939.96,2,Fashion,UPI,Website,Size issue,Premium,1451,13,9,4,1,serial_return_abuse
ORD501883,CUST500648,TXN501883,DEV803165,ADDR908826,ADDR908826,2024-12-17,2024-12-19,10,5,3,11596.18,2195.96,0.4545,0.2727,1159.62,731.99,1,2,1,1,1,1,1,1,5,5,3,3,0,1845.8,1,Home,Credit Card,Mobile App,Quality issue,Premium,1451,2,1,1,1,serial_return_abuse
ORD501884,CUST500648,TXN501884,DEV803165,ADDR908826,ADDR908826,2024-12-18,2024-12-31,10,6,4,11193.36,3620.62,0.5455,0.3636,1119.34,905.16,0,1,2,2,14,1,1,1,6,6,4,4,0,2248.62,1,Fashion,UPI,Social Commerce,Wrong product,Premium,1451,13,12,1,1,serial_return_abuse
ORD501927,CUST500664,TXN501927,DEV808717,ADDR902195,ADDR902195,2024-09-14,2024-09-19,2,0,0,5310.06,0.0,0.0,0.0,2655.03,0.0,0,0,0,0,49,1,2,2,0,0,0,0,0,1318.48,1,Beauty,Credit Card,Website,Size issue,Mass Market,1592,5,2,3,0,none
ORD501934,CUST500667,TXN501934,DEV807806,ADDR907939,ADDR907939,2024-05-11,2024-05-21,1,0,0,1331.66,0.0,0.0,0.0,1331.66,0.0,0,0,0,0,126,1,1,1,0,0,0,0,0,2452.7,1,Sports,Credit Card,Mobile App,Quality issue,Budget,1056,10,7,3,0,none
ORD501956,CUST500674,TXN501956,DEV803877,ADDR902956,ADDR902956,2024-03-15,2024-03-29,1,0,0,719.14,0.0,0.0,0.0,719.14,0.0,0,0,0,0,77,1,1,1,0,0,0,0,0,688.73,1,Fashion,UPI,Mobile App,Size issue,Mass Market,663,14,10,4,0,none
ORD501959,CUST500674,TXN501959,DEV803877,ADDR902956,ADDR902956,2024-08-02,2024-08-13,4,1,1,9712.21,683.82,0.2,0.2,2428.05,683.82,0,0,0,0,52,1,1,1,1,1,1,1,0,3016.08,1,Footwear,EMI,Marketplace,Product not as described,Mass Market,663,11,8,3,0,none
ORD501961,CUST500675,TXN501961,DEV801185,ADDR903684,ADDR903684,2024-01-18,2024-01-29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,554.65,2,Footwear,Wallet,Mobile App,Size issue,Budget,1466,11,10,1,0,none
ORD501976,CUST500680,TXN501976,DEV809185,ADDR903734,ADDR903734,2024-11-28,2024-12-10,3,0,0,6426.83,0.0,0.0,0.0,2142.28,0.0,0,0,0,0,43,2,1,1,0,0,0,0,0,1041.61,1,Electronics,Debit Card,Marketplace,Quality issue,Mass Market,143,12,8,4,0,none
ORD501981,CUST500682,TXN501981,DEV801721,ADDR901201,ADDR901201,2024-10-04,2024-10-09,2,0,0,5014.78,0.0,0.0,0.0,2507.39,0.0,0,0,0,0,97,1,1,1,0,0,0,0,0,621.98,1,Beauty,Credit Card,Website,Product not as described,Budget,35,5,2,3,0,none
ORD501992,CUST500689,TXN501992,DEV802415,ADDR908483,ADDR908483,2024-02-24,2024-03-04,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,2421.79,1,Fashion,UPI,Marketplace,Wrong product,High Value,700,9,5,4,1,refund_abuse
ORD501993,CUST500689,TXN501993,DEV802415,ADDR908483,ADDR908483,2024-05-16,2024-05-28,2,1,1,3564.87,1881.01,0.3333,0.3333,1782.44,1881.01,0,1,0,0,9,1,1,1,1,1,1,1,0,3480.07,2,Electronics,Debit Card,Website,Product not as described,High Value,700,12,11,1,1,refund_abuse
ORD501999,CUST500690,TXN501999,DEV805979,ADDR904974,ADDR906856,2024-08-22,2024-08-27,4,0,0,14089.71,0.0,0.0,0.0,3522.43,0.0,0,0,0,0,37,3,1,1,2,0,2,0,1,2246.0,1,Fashion,UPI,Marketplace,Changed mind,Budget,627,5,4,1,0,none
ORD502001,CUST500692,TXN502001,DEV809002,ADDR909002,ADDR909002,2024-02-13,2024-02-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,1396.7,1,Sports,Debit Card,Mobile App,Damaged product,High Value,338,11,10,1,1,account_multiplication
ORD502002,CUST500692,TXN502002,DEV809002,ADDR909002,ADDR909002,2024-12-06,2024-12-12,1,1,1,1396.7,1240.24,0.5,0.5,1396.7,1240.24,0,0,0,0,303,3,3,3,3,3,3,3,0,1328.91,1,Accessories,UPI,Mobile App,Product not as described,High Value,338,6,5,1,1,account_multiplication
ORD502014,CUST500697,TXN502014,DEV809515,ADDR907767,ADDR907767,2024-11-18,2024-11-25,6,0,0,9723.76,0.0,0.0,0.0,1620.63,0.0,0,0,0,0,36,1,1,1,0,0,0,0,0,1024.91,1,Accessories,UPI,Website,Wrong product,Budget,1761,7,4,3,0,none
ORD502031,CUST500706,TXN502031,DEV802964,ADDR902481,ADDR902481,2024-01-09,2024-01-16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,2438.87,1,Home,Credit Card,Marketplace,Damaged product,Budget,1775,7,4,3,0,none
ORD502046,CUST500712,TXN502046,DEV802989,ADDR901195,ADDR901195,2024-07-29,2024-08-08,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,2,2,2,0,0,0,0,823.19,2,Beauty,Wallet,Mobile App,Size issue,Budget,316,10,6,4,0,none
ORD502051,CUST500714,TXN502051,DEV802376,ADDR905240,ADDR905240,2024-02-24,2024-03-05,2,1,0,4588.4,0.0,0.3333,0.0,2294.2,0.0,0,0,0,0,45,1,2,2,1,2,0,1,0,509.3,1,Grocery,UPI,Mobile App,Size issue,High Value,1435,10,8,2,1,serial_return_abuse
ORD502057,CUST500715,TXN502057,DEV802056,ADDR904239,ADDR904239,2024-12-02,2024-12-08,3,0,0,8636.26,0.0,0.0,0.0,2878.75,0.0,0,1,0,0,28,1,1,1,0,0,0,0,0,1206.73,1,Footwear,Net Banking,Social Commerce,Size issue,Premium,74,6,2,4,0,none
ORD502062,CUST500718,TXN502062,DEV803752,ADDR908096,ADDR908096,2024-08-05,2024-08-15,1,0,0,1120.75,0.0,0.0,0.0,1120.75,0.0,1,1,0,0,3,1,2,2,0,1,0,1,0,1147.57,1,Beauty,UPI,Mobile App,Size issue,Budget,133,10,7,3,0,none
ORD502072,CUST500721,TXN502072,DEV801567,ADDR905026,ADDR904646,2024-07-18,2024-08-02,3,0,0,2060.63,0.0,0.0,0.0,686.88,0.0,0,0,0,0,62,1,2,1,0,0,0,0,1,3296.36,1,Footwear,UPI,Mobile App,Damaged product,Budget,334,15,11,4,0,none
ORD502086,CUST500727,TXN502086,DEV806224,ADDR904588,ADDR904588,2024-07-16,2024-07-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,1,1,0,0,0,0,0,972.69,2,Grocery,UPI,Marketplace,Late delivery,Budget,83,5,2,3,1,policy_exploitation
ORD502087,CUST500727,TXN502087,DEV806224,ADDR904588,ADDR904588,2024-09-24,2024-09-30,1,1,1,972.69,745.44,0.5,0.5,972.69,745.44,0,0,0,0,76,2,1,1,1,1,1,1,0,521.76,1,Accessories,Credit Card,Mobile App,Size issue,Budget,83,6,4,2,1,policy_exploitation
ORD502094,CUST500729,TXN502094,DEV806856,ADDR904813,ADDR904813,2024-04-10,2024-04-19,3,0,0,3702.9,0.0,0.0,0.0,1234.3,0.0,0,2,0,0,8,1,1,1,0,0,0,0,0,518.94,1,Grocery,Debit Card,Website,Product not as described,High Value,1114,9,6,3,0,none
ORD502105,CUST500733,TXN502105,DEV806878,ADDR901462,ADDR901462,2024-03-22,2024-03-28,1,0,0,1771.72,0.0,0.0,0.0,1771.72,0.0,0,0,0,0,64,1,1,1,0,0,0,0,0,1449.46,2,Beauty,UPI,Mobile App,Size issue,Budget,681,6,4,2,0,none
ORD502109,CUST500734,TXN502109,DEV803328,ADDR904084,ADDR904084,2024-06-14,2024-06-26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,2581.17,1,Footwear,EMI,Mobile App,Damaged product,Mass Market,1192,12,8,4,0,none
ORD502110,CUST500734,TXN502110,DEV803328,ADDR904084,ADDR904084,2024-08-10,2024-08-24,1,1,1,2581.17,2541.58,0.5,0.5,2581.17,2541.58,0,0,0,0,71,1,1,1,1,1,1,1,0,5472.55,2,Electronics,UPI,Mobile App,Quality issue,Mass Market,1192,14,11,3,0,none
ORD502115,CUST500735,TXN502115,DEV809882,ADDR906063,ADDR906063,2024-09-07,2024-09-21,4,0,0,4410.66,0.0,0.0,0.0,1102.66,0.0,0,1,0,0,20,2,1,1,0,0,0,0,0,438.28,1,Home,UPI,Mobile App,Size issue,High Value,1038,14,12,2,0,none
ORD502122,CUST500737,TXN502122,DEV808831,ADDR901011,ADDR901011,2024-10-27,2024-11-09,4,0,0,4207.71,0.0,0.0,0.0,1051.93,0.0,0,0,0,0,138,1,2,2,0,0,0,0,0,161.63,1,Home,Debit Card,Mobile App,Quality issue,Mass Market,1108,13,9,4,0,none
ORD502124,CUST500738,TXN502124,DEV803137,ADDR906582,ADDR906582,2024-01-29,2024-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,3718.31,1,Electronics,Credit Card,Marketplace,Damaged product,Budget,442,3,2,1,1,serial_return_abuse
ORD502125,CUST500738,TXN502125,DEV803137,ADDR906582,ADDR906582,2024-04-09,2024-04-13,1,1,1,3718.31,3117.47,0.5,0.5,3718.31,3117.47,0,0,0,0,75,1,3,3,1,2,1,1,0,1708.34,1,Sports,UPI,Website,Changed mind,Budget,442,4,2,2,1,serial_return_abuse
ORD502131,CUST500740,TXN502131,DEV803320,ADDR902817,ADDR902817,2024-05-25,2024-06-05,2,0,0,1394.27,0.0,0.0,0.0,697.14,0.0,0,0,0,0,56,2,2,2,0,0,0,0,0,544.23,2,Fashion,UPI,Social Commerce,Changed mind,Budget,1473,11,10,1,0,none
ORD502135,CUST500740,TXN502135,DEV803320,ADDR902817,ADDR902817,2024-12-16,2024-12-18,8,1,1,14957.91,522.01,0.1111,0.1111,1869.74,522.01,0,0,0,0,49,2,3,3,1,3,1,1,0,826.68,1,Home,Credit Card,Mobile App,Product not as described,Budget,1473,2,1,1,0,none
ORD502137,CUST500741,TXN502137,DEV802188,ADDR907120,ADDR905341,2024-03-22,2024-03-31,1,1,0,2227.74,0.0,0.5,0.0,2227.74,0.0,0,0,0,0,59,1,1,2,1,1,0,0,1,1361.4,2,Home,Debit Card,Marketplace,Late delivery,High Value,777,9,5,4,1,refund_abuse
ORD502145,CUST500744,TXN502145,DEV806846,ADDR904657,ADDR904657,2024-05-10,2024-05-24,3,0,0,3293.24,0.0,0.0,0.0,1097.75,0.0,0,0,0,0,38,1,1,1,0,0,0,0,0,3267.55,1,Footwear,Debit Card,Mobile App,Changed mind,Mass Market,1478,14,12,2,0,none
ORD502157,CUST500748,TXN502157,DEV804619,ADDR902705,ADDR902705,2024-07-21,2024-08-04,3,1,0,2548.02,0.0,0.25,0.0,849.34,0.0,0,1,0,0,29,1,1,1,1,1,0,0,0,690.15,1,Home,UPI,Mobile App,Wrong product,Mass Market,1686,14,10,4,0,none
ORD502165,CUST500751,TXN502165,DEV805088,ADDR902110,ADDR902110,2024-08-17,2024-08-30,1,0,0,1317.7,0.0,0.0,0.0,1317.7,0.0,0,0,0,0,220,1,1,1,0,0,0,0,0,1296.43,1,Home,UPI,Marketplace,Changed mind,Mass Market,459,13,11,2,0,none
ORD502166,CUST500752,TXN502166,DEV801020,ADDR901788,ADDR901788,2024-08-01,2024-08-12,1,0,0,1891.03,0.0,0.0,0.0,1891.03,0.0,1,1,0,0,4,1,1,1,0,0,0,0,0,150.09,1,Grocery,Wallet,Mobile App,Wrong product,Budget,251,11,7,4,0,none
ORD502174,CUST500754,TXN502174,DEV809946,ADDR907149,ADDR907149,2024-11-19,2024-11-25,5,0,0,8329.95,0.0,0.0,0.0,1665.99,0.0,0,1,0,0,17,1,1,1,0,0,0,0,0,336.94,1,Home,UPI,Mobile App,Size issue,Mass Market,749,6,2,4,0,none
ORD502180,CUST500757,TXN502180,DEV802215,ADDR906600,ADDR906600,2024-12-07,2024-12-20,3,0,0,4821.36,0.0,0.0,0.0,1607.12,0.0,0,0,0,0,52,2,1,1,0,0,0,0,0,367.52,2,Fashion,Net Banking,Mobile App,Damaged product,Budget,244,13,12,1,0,none
